R_Type,#,Barcodes,Location,Row,Column,Original Name,compound_name,core_common_name,substituents,conjugation,side_chain_group,salt,SMILES_unsalted,core_alkene,mw_g_mol,formula,state,concentration_mM
BA,753,R-TWZ9KK,BATEF,1,2,Ala-CA,Ala-CA,CA,3a_7a_12a,Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](C)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C2,NA,,,,
BA,754,R-VPV4BH,BATEF,1,3,Ala-CA,Ala-CA,CA,3a_7a_12a,Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](C)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C3,NA,,,,
BA,755,R-X9WTG6,BATEF,1,4,Ala-CA,Ala-CA,CA,3a_7a_12a,Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](C)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C4,NA,,,,
BA,643,R-PDF7QT,UnuBAC,4,6,Cholylaminopropane (0),aminopropane-CA,CA,3a_7a_12a,Aminopropane,amino_propane,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,691,R-XEPKNX,EGBAs,1,2,Arg-CA,Arg-CA,CA,3a_7a_12a,Arg,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,756,R-RXPWWC,BATEF,1,5,Arg-CA,Arg-CA,CA,3a_7a_12a,Arg,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,437,R-V2TS5W,UnCBA,3,3,3a 6b 7b,beta-MCA,b_MCA,3a_6b_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,527,R-5MH8BP,MUnCBA,3,4,3a 6b 7b beta-muricholic Acid ,beta-MCA,b_MCA,3a_6b_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,812,r-babszu,SHLFR,11,NA,b-Muricholic Acid,beta-MCA,b_MCA,3a_6b_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,215,R-UPAMRZ,UCFBA,5,7,Bis NOR URSO Deoxycholic acid,C22oic-UDCA,NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,246,R-2EX8NY,UCFBA,8,8,Nor cholic acid,C23oic-CA,NA,3a_7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,247,R-6X4NWU,UCFBA,8,9,Nor CDCA,C23oic-CDCA,NA,3a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,262,R-GBU8WW,UCFBA,10,4,nor cheno deoxycholic acid (impure),C23oic-CDCA,NA,3a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,212,R-2U6ARK,UCFBA,5,4,Nordeoxycholic acid (impure),C23oic-DCA,NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,220,R-W2ACRB,UCFBA,6,2,Nor Deoxycholic acid (impure),C23oic-DCA,NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,222,R-BD3JNE,UCFBA,6,4,Nordeoxycholic acid,C23oic-DCA,NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,205,R-6PUDV9,UCFBA,4,7,Norlithocholic acid,C23oic-LCA,NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,243,R-BE8BPH,UCFBA,8,5,Nor lithocholic acid,C23oic-LCA,NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,213,R-CXTX8V,UCFBA,5,5,Norursodeoxycholic acid,C23oic-UDCA,NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,214,R-QFKE4H,UCFBA,5,6,Nor UDCA (details unknown),C23oic-UDCA,NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,225,R-Z68798,UCFBA,6,7,"Nor -urso deoxycholic acid 3a,7b",C23oic-UDCA,NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,249,R-KGBS85,UCFBA,9,1,nor ursodeoxycholic acid (diamalt),C23oic-UDCA,NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,464,R-5W59NW,UnCBA,6,6,3a 7a 12a,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,534,R-FBUYE7,MUnCBA,3,10,Cholic Acid,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C2,NA,,,,
BA,535,R-GQXU35,MUnCBA,4,1,Cholic Acid,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C3,NA,,,,
BA,538,R-NB25BP,MUnCBA,4,4,Cholic Acid,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C4,NA,,,,
BA,539,R-PK3X3A,MUnCBA,4,5,Cholate Na+ salt,CA,CA,3a_7a_12a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C5,NA,,,,
BA,540,R-RCJXT9,MUnCBA,4,6,Cholate Na+ salt (pure),CA,CA,3a_7a_12a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C6,NA,,,,
BA,549,R-8SA46Y,MUnCBA,5,5,Cholic Acid,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C7,NA,,,,
BA,675,R-56SAAK,UnuBAC,7,5,5b-Cholanic Acid,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C8,NA,,,,
BA,817,R-N92CCS,SHLFR,16,NA,Cholic Acid,CA,CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C9,NA,,,,
BA,541,R-T4YVYG,MUnCBA,4,7,Cholic Acid w/ some CA Me Ester,CA [impure with CA methyl ester],CA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C10,NA,,,,
BA,588,R-2KQ5MG,MUnCBA,9,3,Cholic +0.1% (CF),CamF,CA,3a_7a_12a,amF,amidofluorescein,NA,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C(NC(CC[C@@H](C)[C@H]6CC[C@@]7([H])[C@]8([H])[C@H](O)C[C@]9([H])C[C@H](O)CC[C@]9(C)[C@@]8([H])C[C@H](O)[C@]67C)=O)=CC=C5,NA,,,,
BA,590,R-6BBCE5,MUnCBA,9,5,Cholic +0.5% (CF),CamF,CA,3a_7a_12a,amF,amidofluorescein,NA,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C(NC(CC[C@@H](C)[C@H]6CC[C@@]7([H])[C@]8([H])[C@H](O)C[C@]9([H])C[C@H](O)CC[C@]9(C)[C@@]8([H])C[C@H](O)[C@]67C)=O)=CC=C6,NA,,,,
BA,591,R-8Y5SHX,MUnCBA,9,6,Cholic +2% (CF),CamF,CA,3a_7a_12a,amF,amidofluorescein,NA,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C(NC(CC[C@@H](C)[C@H]6CC[C@@]7([H])[C@]8([H])[C@H](O)C[C@]9([H])C[C@H](O)CC[C@]9(C)[C@@]8([H])C[C@H](O)[C@]67C)=O)=CC=C7,NA,,,,
BA,598,R-HMP2S4,MUnCBA,10,3,Cholic +2% (CamF),CamF,CA,3a_7a_12a,amF,amidofluorescein,NA,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C(NC(CC[C@@H](C)[C@H]6CC[C@@]7([H])[C@]8([H])[C@H](O)C[C@]9([H])C[C@H](O)CC[C@]9(C)[C@@]8([H])C[C@H](O)[C@]67C)=O)=CC=C8,NA,,,,
BA,599,R-JRJRAQ,MUnCBA,10,4,Cholic +10% (CamF),CamF,CA,3a_7a_12a,amF,amidofluorescein,NA,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C(NC(CC[C@@H](C)[C@H]6CC[C@@]7([H])[C@]8([H])[C@H](O)C[C@]9([H])C[C@H](O)CC[C@]9(C)[C@@]8([H])C[C@H](O)[C@]67C)=O)=CC=C9,NA,,,,
BA,600,R-M5ZFZT,MUnCBA,10,5,CamF (pure),CamF,CA,3a_7a_12a,amF,amidofluorescein,NA,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C(NC(CC[C@@H](C)[C@H]6CC[C@@]7([H])[C@]8([H])[C@H](O)C[C@]9([H])C[C@H](O)CC[C@]9(C)[C@@]8([H])C[C@H](O)[C@]67C)=O)=CC=C10,NA,,,,
BA,217,R-62NEX6,UCFBA,5,9,Chenodeoxycholic Acid,CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,224,R-QBEYJB,UCFBA,6,6,chenodeoxycholate Na salt (ok pure),CDCA,CDCA,3a_7a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C2,NA,,,,
BA,226,R-6W646P,UCFBA,6,8,chenodeoxy cholate Na+ (pure),CDCA,CDCA,3a_7a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C3,NA,,,,
BA,228,R-KFUQHU,UCFBA,6,10,CDCA Chenodeoxycholic (Diamalt),CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C4,NA,,,,
BA,248,R-C657EE,UCFBA,8,10,chenodeoxycholic acid (impure),CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C5,NA,,,,
BA,306,R-JCVTNM,BADer,4,7,CDCA- Na (pure),CDCA,CDCA,3a_7a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C6,NA,,,,
BA,449,R-F9JEDU,UnCBA,4,7,3a 7a,CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C7,NA,,,,
BA,518,R-PHFUMB,MUnCBA,2,5,Chenodeoxycholic Acid,CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C8,NA,,,,
BA,520,R-SU2FNG,MUnCBA,2,7,Chenodeoxycholic Acid (highly impure),CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C9,NA,,,,
BA,533,R-DRGKZU,MUnCBA,3,9,3aOH 7aOH Chenodeoxycholate,CDCA,CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C10,NA,,,,
BA,572,R-393GXV,MUnCBA,7,8,CDC Na+ (pure),CDCA,CDCA,3a_7a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C11,NA,,,,
BA,813,r-chm2f3,SHLFR,12,NA,Na-CDC,CDCA,CDCA,3a_7a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C12,NA,,,,
BA,529,R-9PZ7BV,MUnCBA,3,5,"11a,12,12 tri-deuterio?-chenodeoxycholic acid (3D-cheno)","CDCA (11a,12,12-trideuterium)",CDCA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC([2H])([2H])[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,596,R-E4SSS3,MUnCBA,10,1,Chenodeoxycholyl Glycyl Amido Fluorescein,CDCGamF,CDCA,3a_7a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,604,R-TCWCFS,MUnCBA,10,9,Chenodeoxycholyl Glycyl Amido Fluorescein (pure),CDCGamF,CDCA,3a_7a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C2,NA,,,,
BA,592,R-28WT84,MUnCBA,9,7,Cholyl Glycyl-Amido Fluorescein (CGAF) (pure),CGamF,CA,3a_7a_12a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,593,R-884VMH,MUnCBA,9,8,CGF (impure),CGamF,CA,3a_7a_12a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C2,NA,,,,
BA,595,R-D3RW5Y,MUnCBA,9,10,Cholyl Glycyl-Amido Fluorescein (CGAF),CGamF,CA,3a_7a_12a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C3,NA,,,,
BA,597,R-G46SN6,MUnCBA,10,2,GC-Fluoresceine,CGamF,CA,3a_7a_12a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C4,NA,,,,
BA,603,R-SKE3UE,MUnCBA,10,8,Cholyl Glycyl Fluorescein,CGamF,CA,3a_7a_12a,GamF,glycylamidofluorescein,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NC5=CC=CC(C6(C7=C(OC8=C6C=CC(O)=C8)C=C(O)C=C7)O9)=C5C9=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C5,NA,,,,
FA,544,R-XGF6XJ,MUnCBA,4,10,13C Cholesterol Octanoate,Cholesteryl octanoate-1-13C,NA,NA,NA,,NA,,,,,,
Amine,371,r-phquu4,FlaBA,1,3,2-amino ethyl phosphonic acid,Ciliatine ,NA,NA,NA,,NA,,,,,,
BA,645,R-S7MBK4,UnuBAC,4,7,UDC-aminoethylphosphonic acid (-),"Ciliatine-3a,7b-C24phosphonate(OH)2",UDCA,3a_7b,Aminoethylphosphonic_acid,phosphonic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCCP(O)(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@]2([H])C1,NA,,,,
BA,611,R-6K5Z6A,UnuBAC,1,6,Urso-2 Amino Ethyl Phosphonic Acid,"Ciliatine-3a,7b,12a-C24phosphonate(OH)3",UCA,3a_7b_12a,Aminoethylphosphonic_acid,phosphonic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCP(O)(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@]2([H])C1,NA,,,,
BA,692,R-YE6YTH,EGBAs,1,3,Cit-CDCA,Cit-CDCA,CDCA,3a_7a,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,768,R-NTNFSQ,BATEF,2,7,Cit-CDCA,Cit-CDCA,CDCA,3a_7a,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,693,R-ZTSU28,EGBAs,1,4,Cit-DCA,Cit-DCA,DCA,3a_12a,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1,NA,,,,
BA,776,R-X65A93,BATEF,3,5,Cit-DCA,Cit-DCA,DCA,3a_12a,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C2,NA,,,,
BA,694,R-5RPJAB,EGBAs,1,5,Cit-HDCA,Cit-HDCA,HDCA,3a_6a,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)[C@]2([H])C1,NA,,,,
BA,785,R-D39PFM,BATEF,4,4,Cit-HDCA,Cit-HDCA,HDCA,3a_6a,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)[C@]2([H])C1,NA,,,,
BA,695,R-6Z27SN,EGBAs,1,6,Cit-UDCA,Cit-UDCA,UDCA,3a_7b,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@H](C[C@@]2(C1)[H])O)[H])[H])[C@@H](CCC(N[C@H](C(O)=O)CCCNC(N)=O)=O)C)C)[H])C,NA,,,,
BA,794,R-SUXTAJ,BATEF,5,3,Cit-UDCA,Cit-UDCA,UDCA,3a_7b,Cit,carboxylic_acid,NA,O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@H](C[C@@]2(C1)[H])O)[H])[H])[C@@H](CCC(N[C@H](C(O)=O)CCCNC(N)=O)=O)C)C)[H])C,NA,,,,
BA,631,R-4N7Y8G,UnuBAC,3,7,Cheno Cysteine,Cys-CDCA,CDCA,3a_7a,Cys,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,666,R-SN825X,UnuBAC,6,6,Chenodeoxycholyl-Cysteine,Cys-CDCA,CDCA,3a_7a,Cys,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C2,NA,,,,
BA,609,R-4QJ7XG,UnuBAC,1,4,Cholyl Cysteate di Na+ (Pure),Cysteate-CA,CA,3a_7a_12a,Cysteic_acid,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS(=O)(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,622,R-PGJ5TJ,UnuBAC,2,8,Cholyl Cysteate Na+,Cysteate-CA,CA,3a_7a_12a,Cysteic_acid,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS(=O)(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C2,NA,,,,
BA,628,R-YGCS3M,UnuBAC,3,4,Cholyl Cysteate Na+,Cysteate-CA,CA,3a_7a_12a,Cysteic_acid,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS(=O)(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C3,NA,,,,
BA,640,R-KCEWPV,UnuBAC,4,4,CDC-Cysteate (-2),Cysteate-CDCA,CDCA,3a_7a,Cysteic_acid,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS(=O)(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,690,R-W3NTTJ,UnuBAC,8,10,Chenodeoxycholyl Cysteate (diNa+),Cysteate-CDCA,CDCA,3a_7a,Cysteic_acid,carboxylic_acid,Disodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CS(=O)(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C2,NA,,,,
BA,190,R-PJ98J5,UCFBA,3,2,3a 12a 24 COOH,DCA,DCA,3a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1,NA,,,,
BA,207,R-HTW3BU,UCFBA,4,9,Deoxycholate Na+ Salt,DCA,DCA,3a_12a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C2,NA,,,,
BA,211,R-QRE2SB,UCFBA,5,3,Deoxycholate Na+ Salt pure,DCA,DCA,3a_12a,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C3,NA,,,,
